queue_seq,company,email,url,final_url,prefecture,scan_status,track,hp_score,recruit_score,ai_score,recommended_campaign,campaign_evidence,owner_campaign,send_tier,owner_ok,owner_notes
225,株式会社関工務店,"39customer@sekikou.co.jp","https://sekikou.co.jp/","https://sekikou.co.jp/",清瀬市,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",,A,,
226,有限会社高堰工務店,"info@iikoumuten.co.jp","https://www.iikoumuten.co.jp/","https://www.iikoumuten.co.jp/",海老名市,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",,A,,
227,有限会社守屋工務店,"info@moriya-k.com","https://moriya-k.com/","https://moriya-k.com/",大磯町,G1_WEAK,inside,3,1,1,hp_improve,"tel:なし; httpsサイト内http混在; 粗1点",,B,,
228,株式会社日吉工務店,"hiyoshi@topaz.plala.or.jp","https://hiyoshikoumuten.com/","https://hiyoshikoumuten.com/company/",桶川市,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); FAX表記; 問合せ・見積導線",,A,,
229,有限会社篠崎工務店,"sth.shinokou.358@i.gmobb.jp","https://shinozaki-koumuten.com/","https://shinozaki-koumuten.com/",松伏町,G1_MODERN,inside,0,1,4,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線; 見積・対応エリア訴求",,A,,
230,GAT,"gat@xxxxx.com","https://www.foryou-home.jp/","https://www.foryou-home.jp/",久慈,G1_MODERN,inside,0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",ai_ops,A,y,
231,株式会社クラフト・ハウス,"iwate.crafthouse@gmail.com","http://iwate-crafthouse.co.jp","https://www.iwate-crafthouse.co.jp/contact/",矢巾,G1_MODERN,inside,0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",ai_ops,A,y,
232,株式会社千田建設,"info@sendakensetsu.jp","http://www.sendakensetsu.jp/","https://sendakensetsu.jp/",倉敷,G1_MODERN,inside,0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",ai_ops,A,y,
233,稲東建設株式会社,"info@inatou.com","http://inatou.com","https://www.inatou.com/",稲沢市,G1_MODERN,inside,0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",ai_ops,A,y,
234,建築プランナー(株),"info@kpkp.co.jp","http://www.kpkp.co.jp/","https://kpkp.co.jp/company/",福岡,G1_MODERN,inside,0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",ai_ops,A,y,
235,株式会社守重建設,"t_yamada@sample.jp","https://www.morisigekensetu.jp/","https://www.morisigekensetu.jp/inquiry/",東京,G1_MODERN,inside,0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",ai_ops,A,y,
236,111ie,"kentaro@horikiri.co.jp","https://111ie.com/","https://111ie.com/contact/",東京,G1_MODERN,inside,0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",ai_ops,A,y,
237,株式会社山匠工務店,"abcdefg@hijk.com","https://www.yamasho-koumuten.jp/","https://www.yamasho-koumuten.jp/contact/",東金市,G1_MODERN,inside,0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",,A,,
238,株式会社蓮見工務店,"info@hasumikomuten.local","https://www.hasumi.jp/","https://www.hasumi.jp/contact/",北本市,G1_MODERN,inside,0,1,3,ai_ops,"HP整備済(G1_MODERN); 問合せ・見積導線",,A,,
